0122 
005120 
3.05004883E+00 
000000  1.95312500E-04  -1.13333487E-01 -1.29272900E-01 -6.51988695E-02  -1.89605995E-02  3.16528503E-01  4.57654363E-01 
000001  1.95312500E-04  -2.86831449E-01 -7.76817239E-02  1.65366868E-01   8.82720625E-02  4.90982168E-01  2.60918111E-01 
000002  1.95312500E-04  -2.77173263E-01 -3.52264131E-02  7.10257864E-01   2.50007707E-01  4.05168173E-01  4.21482093E-01 
000003  1.95312500E-04   6.26011740E-01  5.03024543E-01  7.52938320E-01   7.49201540E-01 -5.16604479E-01  1.25012608E-01 
000004  1.95312500E-04   5.12026256E-01 -3.52567905E-01  1.42225182E-01   4.50316417E-01 -2.83767230E-02  4.04998553E-01 
000005  1.95312500E-04   1.81302928E-01 -9.69054815E-02 -1.90721578E-01  -4.73195521E-02  2.61064711E-01 -4.99950673E-01 
000006  1.95312500E-04   2.13543922E-01 -4.29988481E-01  1.93282353E-01   9.56118399E-03 -2.62945357E-01 -9.98496839E-02 
000007  1.95312500E-04   1.03884312E+00 -4.69623947E-01 -2.37664001E-02  -1.71212008E-01 -3.19710459E-01 -5.53833112E-01 
000008  1.95312500E-04  -2.25196628E+00 -3.47108423E-01 -1.24630591E+00   5.32512846E-01 -2.39339726E-01 -3.63726923E-01 
000009  1.95312500E-04   2.24263303E-02  6.06713260E-02  1.96424513E-01   4.82565618E-01  8.29290148E-01 -6.22791201E-01 
000010  1.95312500E-04   4.53300289E-01 -2.37037158E-01 -2.72272135E-01  -8.11913379E-02 -8.43664942E-01 -4.83337945E-02 
000011  1.95312500E-04  -1.73923145E-01 -3.06291010E-01 -3.97147194E-02  -6.16490159E-01 -2.18209589E-01 -5.55893175E-01 
000012  1.95312500E-04  -1.30807365E+00  1.11351789E+00 -8.18224623E-01  -2.82692867E-01 -2.68651119E-01  1.02188673E-01 
000013  1.95312500E-04  -9.69032153E-02 -4.27657814E-01 -1.04581581E-02  -7.34217263E-01 -8.34416031E-02 -3.92788118E-01 
000014  1.95312500E-04  -3.55844374E-01  4.93526385E-02 -2.82603643E-01   1.38585734E-01 -3.44148313E-01 -1.94230016E-01 
000015  1.95312500E-04  -1.30150318E+00  4.43361569E+00 -2.11939748E+00  -1.74417311E-01  1.43995191E-01 -2.36809302E-01 
000016  1.95312500E-04   3.99741391E-03  4.31767804E-01 -2.36126091E-02   2.57493247E-01 -7.90478078E-02  5.12443414E-01 
000017  1.95312500E-04   6.47448809E-01 -1.83424342E+00  8.32266700E-01  -1.13572588E-01 -4.08881246E-01  2.01164890E-01 
000018  1.95312500E-04   1.47015342E-01  1.37562275E-01 -2.42606531E-02  -2.59633615E-01 -6.72378869E-02  2.30949919E-01 
000019  1.95312500E-04   4.09903683E-01 -6.14298496E-01 -2.01199983E-01   3.38805034E-01  5.77732698E-01  4.68578699E-01 
000020  1.95312500E-04  -6.07338414E-01 -7.37961560E-01  3.53014391E-01  -5.48900501E-01  2.84658384E-01 -3.61732183E-01 
000021  1.95312500E-04   9.56079380E-01 -1.49044075E-01  1.09767784E-01   4.92744262E-01 -3.27926676E-01  3.83147526E-01 
000022  1.95312500E-04   1.29905241E-02  3.66152628E-01 -1.11114320E-01   8.09961668E-02  1.65543200E-01  9.09242309E-02 
000023  1.95312500E-04  -3.28792634E-01  2.02784959E-02 -7.32960876E-01   1.81474708E-01  8.63903570E-01 -5.11415028E-02 
000024  1.95312500E-04   3.53898614E-01 -5.30783177E-01  2.43910392E-01   1.99631479E-01  4.48681234E-02  9.58106314E-01 
000025  1.95312500E-04   5.31216246E-01  1.24174412E+00  5.36877013E-01  -2.07402590E-01  2.08760381E-01 -4.23812985E-01 
000026  1.95312500E-04   1.78713909E-01  1.65227682E-01 -2.02897704E-01   5.34376234E-01 -1.05781256E+00  3.55096639E-02 
000027  1.95312500E-04  -1.12473533E-01  1.96921734E-01  1.27521784E+00  -3.64704380E-01 -1.55698216E-01 -4.40376346E-01 
000028  1.95312500E-04  -1.03451145E-01  4.79946227E-01  2.12535226E-01  -5.29075585E-01  8.02344111E-01  1.29856694E-01 
000029  1.95312500E-04  -2.43686055E-02  9.62134508E-01 -1.27216868E-01   4.67768164E-02  6.78317492E-01  9.22391255E-02 
000030  1.95312500E-04  -2.91597797E-01  2.46277406E-01  7.65904139E-02  -4.33383844E-01 -4.75484036E-01  4.45402672E-01 
000031  1.95312500E-04   3.94135058E-02  2.33417467E-01  7.77211989E-02  -1.13510433E+00 -2.62319428E-01 -6.94260173E-01 
000032  1.95312500E-04   2.25691690E+00 -6.38630617E-02  1.56946681E+00   5.80361395E-01 -6.95567483E-02  3.05471020E-02 
000033  1.95312500E-04  -1.79802648E-02  1.34836224E+00  1.13534819E+00  -1.90419337E-01 -5.12390346E-01  2.17567142E-01 
000034  1.95312500E-04  -1.84724422E+00  2.33934833E+00 -3.05872759E-01  -2.14279391E-01 -1.29351016E-02 -3.13741074E-01 
000035  1.95312500E-04  -4.01301943E-01  2.95011033E-01 -2.55522739E-01   3.64120723E-01 -3.42145316E-01 -5.02881108E-01 
000036  1.95312500E-04  -1.50182030E-01 -7.17879615E-02 -4.42931247E-01   2.40635290E-01 -2.30344970E-01  7.52499395E-01 
000037  1.95312500E-04  -1.72373415E-01  1.00592188E+00 -1.51696435E+00   2.05347816E-01 -2.88094082E-01 -5.87183572E-01 
000038  1.95312500E-04  -9.23486059E-02  2.14228099E-01 -3.17849895E-01  -2.91424079E-01 -5.39121131E-01 -4.00720103E-01 
000039  1.95312500E-04   9.85386384E-01  3.91320166E-01  9.22211903E-01  -9.22471602E-02 -1.78978238E-01 -3.24520637E-01 
000040  1.95312500E-04   3.98909117E-01 -1.85589513E-05 -1.60391852E+00   6.60434241E-02 -5.47261393E-02  1.21584076E-02 
000041  1.95312500E-04   2.19701859E-01 -2.28886425E-01  3.10835535E-01  -2.52347126E-01  1.71116636E-01 -1.31604935E+00 
000042  1.95312500E-04  -4.46551464E-01  1.47508572E-01 -4.54036520E-01  -6.88638876E-01 -2.52787295E-01 -2.77332411E-02 
000043  1.95312500E-04   3.62615688E-01  1.43132598E-01 -3.08026528E-01  -1.87463471E-01  8.75543213E-01  5.51263813E-01 
000044  1.95312500E-04   5.15069608E-02 -5.37096091E-01 -5.80829886E-01   6.45422622E-01 -6.88627475E-02 -2.40601222E-01 
000045  1.95312500E-04  -2.38229549E-01  1.45761338E-01  2.75118954E-01  -1.99834525E-01  3.24680121E-02  1.08584815E-01 
000046  1.95312500E-04   6.91526606E-01 -4.57549207E-01 -1.29851517E-01  -6.52681644E-01 -2.62120230E-01 -1.35283069E-01 
000047  1.95312500E-04  -1.94555739E+00 -5.30604548E+00  1.12145108E+01   1.86985814E-01  8.85683069E-02  6.86128071E-03 
000048  1.95312500E-04  -2.06116183E-01 -8.57605164E-02 -9.35048918E-02   1.77640990E-01  1.16467614E-01  2.59347864E-01 
000049  1.95312500E-04  -5.36969733E-01  8.55823139E-02 -2.44281711E-01   2.44648268E-01  4.48232395E-01  4.00999404E-01 
000050  1.95312500E-04   1.46001309E-01  2.15604244E-01  1.63314178E-01   3.02085925E-01  1.16636828E-02  1.91987646E-01 
000051  1.95312500E-04   4.00952006E-01 -4.60137794E-01 -1.44490717E+00   2.08914781E-01 -6.16915063E-01 -1.52284991E-01 
000052  1.95312500E-04   6.79098854E-02  4.17588880E-02 -1.37841693E-01   2.85223639E-01  8.81543123E-01 -5.76642246E-01 
000053  1.95312500E-04  -6.81725227E-01  7.49241598E-01  4.84649864E-01   1.18372484E-01  1.10799655E-01  3.00842329E-01 
000054  1.95312500E-04  -6.50531676E-02  4.62333253E-01  7.71110368E-01   1.96834686E-01 -6.69917282E-01  3.10575884E-01 
000055  1.95312500E-04  -6.17278114E-02  2.57941633E-02  5.81488235E-01   3.99670405E-01  1.93262082E-01 -5.80209531E-01 
000056  1.95312500E-04  -3.99720770E-02  8.38228438E-01 -9.34924586E-02   6.16126374E-01  3.13561256E-01 -2.49127575E-01 
000057  1.95312500E-04   4.62625558E-01  1.17524832E+00 -1.32922321E+00  -1.28712513E-01  5.56898738E-02  2.93636241E-01 
000058  1.95312500E-04   1.99843673E-01 -2.77015882E-01  3.47297968E-01  -1.87854693E-01 -4.07922472E-01  3.85837063E-01 
000059  1.95312500E-04  -1.22775398E+00 -1.44714542E+00  4.31251143E-01   5.00222837E-02  6.55696871E-01  2.58157394E-01 
000060  1.95312500E-04   8.45468445E-01  4.63037532E-01 -5.06113045E-01   2.96458443E-01 -8.64405553E-02 -4.37419046E-02 
000061  1.95312500E-04   5.77364135E-01 -1.01435656E+00 -2.04719749E-01   1.55042464E-01 -4.46121388E-01  3.07337115E-02 
000062  1.95312500E-04  -6.09855165E-01 -1.05106622E-01  5.91459689E-01  -4.01076173E-01  6.57152637E-02 -1.18312745E-01 
000063  1.95312500E-04  -9.10909907E-01 -8.96528471E-01 -7.62083589E-01   4.48575251E-01  1.28291317E-01 -2.42961909E-02 
000064  1.95312500E-04  -1.30143168E-01  6.96842989E-01  2.01732101E-03   4.44905959E-01  3.11456121E-01  8.92365411E-02 
000065  1.95312500E-04   4.20241461E-01  2.77645330E-01 -1.03464094E-01  -6.90685871E-02  5.79677158E-01  9.45334744E-02 
000066  1.95312500E-04   1.99975069E-01 -7.57726149E-02 -2.71239934E-01   3.58923460E-01  4.56520239E-01 -3.43993014E-01 
000067  1.95312500E-04   2.49173755E+00 -4.92873098E-01  1.68781702E+00  -4.38019335E-02  2.66414636E-02 -2.67234980E-01 
000068  1.95312500E-04  -1.24722064E-01 -4.05782775E-01  2.76264061E-01   1.16177897E-01  5.49062332E-01  1.65394161E-01 
