0179 
005120 
4.47509766E+00 
000000  1.95312500E-04   2.59606123E-01  2.04155271E-01  1.28329064E-01   1.65846387E-01 -2.37535509E-01 -2.49543885E-01 
000001  1.95312500E-04   2.46828876E-01  2.26418092E-01 -8.70068335E-02   3.27093140E-01 -3.86327741E-01 -4.53660090E-01 
000002  1.95312500E-04   1.98091112E-01  4.29063259E-01  5.93421395E-01   3.16016183E-01  1.18261215E-01 -5.78502919E-01 
000003  1.95312500E-04   1.34280857E+00 -3.33460879E-01  6.18893409E-01   2.56253183E-01 -5.83532763E-01 -2.53697964E-01 
000004  1.95312500E-04   3.81967117E-01 -1.02616839E-02  3.46083874E-01  -6.36740103E-01  3.80579300E-01 -2.84127786E-01 
000005  1.95312500E-04  -4.43019334E-02  1.36533104E-01 -5.36313873E-02  -7.40750400E-02 -2.19457553E-01  4.67501696E-01 
000006  1.95312500E-04   6.91094654E-03  1.34830847E-01 -1.78446405E-01  -2.48752587E-01  8.25932358E-01 -2.12510853E-01 
000007  1.95312500E-04   3.19760463E-01 -5.78982539E-01 -6.65857523E-01  -7.73559158E-01  2.22270173E-01 -2.22210705E-01 
000008  1.95312500E-04  -1.37465584E+00 -6.58394515E-01 -1.67262681E+00   6.97922228E-01 -1.91506717E-01 -2.22787219E-01 
000009  1.95312500E-04   4.50180167E-01  4.68880806E-01 -6.60076749E-01   5.68274039E-02 -1.62991063E-01 -2.85712771E-01 
000010  1.95312500E-04  -1.09834504E-01 -6.66955321E-01 -7.12042129E-02  -5.40944903E-01  2.88897982E-01  2.75955655E-01 
000011  1.95312500E-04  -3.01034866E-01 -1.04823717E-01 -5.05841669E-01   3.97718706E-01  3.87958671E-01  1.26772346E-01 
000012  1.95312500E-04  -1.52635196E+00  6.06967974E-01 -5.74513498E-01  -6.29510007E-03 -4.34965174E-01  2.38001754E-01 
000013  1.95312500E-04  -6.15823877E-01  1.13221519E-01 -2.91217927E-01   1.79189068E-01  5.47910591E-01  4.92562931E-02 
000014  1.95312500E-04   3.77870772E-01 -1.69567875E-01 -4.07270164E-02   3.92571373E-01  3.41913054E-01  2.80316835E-01 
000015  1.95312500E-04  -1.53962920E+00  4.60689819E+00 -2.44036074E+00  -1.60619859E-01  1.00860431E-01 -2.14860205E-01 
000016  1.95312500E-04   1.57450939E-01 -3.51926802E-01  1.74021965E-01  -2.26641066E-01 -4.65499944E-01 -3.46219020E-01 
000017  1.95312500E-04   4.43766391E-01 -2.26577748E+00  1.05148225E+00  -1.65023980E-01 -2.07778643E-01  1.10182235E-01 
000018  1.95312500E-04  -1.97689350E-02 -1.36120452E-01 -3.60695104E-02   1.54754743E-01 -1.12666188E-01 -3.18921481E-01 
